time, latitude, longitude, depth, depthUnits, magnitude, magnitudeType, catalog, contributor, name, flinnEngdahlRegion, flinnEngdahlRegionType
2005-10-14T19:37:41.800Z, 34.788, 73.079, 10.0, kiloMETER, 5.1, MB, QED, NEIC, 13411241, 710, 1
